run,group,method,split,seed,sweep,best_val_auc,test.acc,test.balanced_acc,test.f1,test.threshold,test.auc,test.sensitivity,test.specificity,test_youden.acc,test_youden.balanced_acc,test_youden.f1,test_youden.threshold,test_youden.auc,test_youden.sensitivity,test_youden.specificity,test_screening.acc,test_screening.balanced_acc,test_screening.f1,test_screening.threshold,test_screening.auc,test_screening.sensitivity,test_screening.specificity,thr.youden,thr.screening,fair.bacc_gap,fair.sensitivity_gap,fair.n_strata,fair.min_stratum_n,fair.max_stratum_n,fair.worst_stratum,fair.worst_stratum_n,fair.worst_stratum_bacc,fair.bacc_gap_n10,fair.n_strata_n10,fair.bacc_gap_n20,fair.n_strata_n20,epochs,best_epoch
method-irm-indist-s2-20260715-225952,method,irm,indist,2,sweep-20260715-213431,0.9922360248447205,0.8151260504201681,0.8542673107890499,0.6944444444444444,0.5,0.9581320450885669,0.9259259259259259,0.782608695652174,0.9411764705882353,0.9096215780998389,0.8679245283018868,0.8445372581481934,0.9581320450885669,0.8518518518518519,0.967391304347826,0.7815126050420168,0.8586956521739131,0.675,0.3113064169883728,0.9581320450885669,1.0,0.717391304347826,0.8445372581481934,0.3113064169883728,0.2777777777777778,0.5,5,4,42,intermediate,42,0.7222222222222222,0.2777777777777778,4,0.2777777777777778,3,39,23
method-irm-indist-20260715-181917,method,irm,indist,42,sweep-20260715-174842,0.989648033126294,0.9411764705882353,0.9357890499194848,0.8771929824561403,0.5,0.9802737520128825,0.9259259259259259,0.9456521739130435,0.9411764705882353,0.9357890499194848,0.8771929824561403,0.5322558879852295,0.9802737520128825,0.9259259259259259,0.9456521739130435,0.865546218487395,0.9130434782608696,0.7714285714285715,0.006029186304658651,0.9802737520128825,1.0,0.8260869565217391,0.5322558879852295,0.006029186304658651,0.19791666666666674,0.33333333333333337,6,3,35,intermediate,35,0.8020833333333333,0.19791666666666674,5,0.19791666666666674,3,27,11
method-ours-0-s1-20260716-024949,method,ours,0,1,sweep-20260715-213431,0.994579945799458,0.7709251101321586,0.6706617565003905,0.5229357798165137,0.5,0.848566008258007,0.3931034482758621,0.948220064724919,0.7775330396475771,0.7432317821671688,0.6505190311418685,0.3849360942840576,0.848566008258007,0.6482758620689655,0.8381877022653722,0.7268722466960352,0.7719004575382211,0.6770833333333334,0.2805243730545044,0.848566008258007,0.896551724137931,0.6472491909385113,0.3849360942840576,0.2805243730545044,0.30387226552677893,0.19222819346837527,5,6,182,light,138,0.6961277344732211,0.07478311022844619,4,0.07478311022844619,4,35,19
method-ours-0-s2-20260716-025502,method,ours,0,2,sweep-20260715-213431,1.0,0.8039647577092511,0.7553286463564335,0.6691449814126395,0.5,0.8518468920879366,0.6206896551724138,0.889967637540453,0.8039647577092511,0.7553286463564335,0.6691449814126395,0.4945128262042999,0.8518468920879366,0.6206896551724138,0.889967637540453,0.8039647577092511,0.7553286463564335,0.6691449814126395,0.4945128262042999,0.8518468920879366,0.6206896551724138,0.889967637540453,0.4945128262042999,0.4945128262042999,0.32753036437246963,0.7660256410256411,6,29,145,dark,85,0.5961538461538461,0.32753036437246963,6,0.32753036437246963,6,25,9
method-ours-0-20260715-195558,method,ours,0,42,sweep-20260715-174842,1.0,0.8105726872246696,0.7601830152884723,0.6766917293233082,0.5,0.851779935275081,0.6206896551724138,0.8996763754045307,0.7995594713656388,0.768563776364245,0.6851211072664359,0.1940697878599167,0.851779935275081,0.6827586206896552,0.8543689320388349,0.7995594713656388,0.768563776364245,0.6851211072664359,0.1940697878599167,0.851779935275081,0.6827586206896552,0.8543689320388349,0.1940697878599167,0.1940697878599167,0.36431623931623935,0.9230769230769231,6,10,118,dark,10,0.5,0.36431623931623935,6,0.25542735042735054,5,22,6
method-ours-1-s1-20260716-025850,method,ours,1,1,sweep-20260715-213431,0.9731147540983606,0.9404255319148936,0.8051994301994302,0.7083333333333334,0.5,0.9227207977207976,0.6296296296296297,0.9807692307692307,0.8638297872340426,0.8263888888888888,0.5675675675675675,0.007364803925156593,0.9227207977207976,0.7777777777777778,0.875,0.7276595744680852,0.8139245014245013,0.43859649122807015,0.00012651945871766657,0.9227207977207976,0.9259259259259259,0.7019230769230769,0.007364803925156593,0.00012651945871766657,0.30544871794871786,0.8,5,5,91,intermediate,53,0.5791666666666667,0.30544871794871786,4,0.2984375,3,23,7
method-ours-1-s2-20260716-030413,method,ours,1,2,sweep-20260715-213431,0.981639344262295,0.8936170212765957,0.891559829059829,0.6575342465753424,0.5,0.9478276353276354,0.8888888888888888,0.8942307692307693,0.9106382978723404,0.8689458689458689,0.676923076923077,0.7130255699157715,0.9478276353276354,0.8148148148148148,0.9230769230769231,0.774468085106383,0.8564814814814814,0.49523809523809526,0.01574026420712471,0.9478276353276354,0.9629629629629629,0.75,0.7130255699157715,0.01574026420712471,0.25819287095882837,0.4285714285714286,5,10,68,tan,62,0.7311688311688311,0.25819287095882837,5,0.25819287095882837,4,23,7
method-ours-1-20260715-195920,method,ours,1,42,sweep-20260715-174842,0.980983606557377,0.9148936170212766,0.8874643874643875,0.696969696969697,0.5,0.9423076923076923,0.8518518518518519,0.9230769230769231,0.8127659574468085,0.8781160968660968,0.5416666666666666,0.0036017661914229393,0.9423076923076923,0.9629629629629629,0.7932692307692307,0.8425531914893617,0.8788283475783476,0.5747126436781609,0.007967397570610046,0.9423076923076923,0.9259259259259259,0.8317307692307693,0.0036017661914229393,0.007967397570610046,0.16666666666666674,0.040000000000000036,3,1,229,light,5,0.8333333333333333,,1,,1,33,17
method-ours-2-s1-20260716-030936,method,ours,2,1,sweep-20260715-213431,0.9764254385964912,0.9436619718309859,0.941029900332226,0.9285714285714286,0.5,0.9933554817275748,0.9285714285714286,0.9534883720930233,0.971830985915493,0.9642857142857143,0.9629629629629629,0.8034335374832153,0.9933554817275748,0.9285714285714286,1.0,0.9295774647887324,0.9294019933554818,0.9122807017543859,0.10535265505313873,0.9933554817275748,0.9285714285714286,0.9302325581395349,0.8034335374832153,0.10535265505313873,0.19999999999999996,0.4,6,7,17,very_light,16,0.8,0.19999999999999996,4,,0,25,9
method-ours-2-s2-20260716-031656,method,ours,2,2,sweep-20260715-213431,0.9775219298245614,0.8873239436619719,0.8633720930232558,0.84,0.5,0.9534883720930233,0.75,0.9767441860465116,0.9014084507042254,0.912375415282392,0.8852459016393442,0.1565741002559662,0.9534883720930233,0.9642857142857143,0.8604651162790697,0.9014084507042254,0.912375415282392,0.8852459016393442,0.1565741002559662,0.9534883720930233,0.9642857142857143,0.8604651162790697,0.1565741002559662,0.1565741002559662,0.16666666666666674,0.04761904761904767,5,2,52,tan,5,0.8333333333333333,,1,,1,19,3
method-ours-2-20260715-200659,method,ours,2,42,sweep-20260715-174842,0.9857456140350878,0.9577464788732394,0.9464285714285714,0.9433962264150944,0.5,0.9908637873754154,0.8928571428571429,1.0,0.9436619718309859,0.9348006644518272,0.9259259259259259,0.23419873416423798,0.9908637873754154,0.8928571428571429,0.9767441860465116,0.9436619718309859,0.9348006644518272,0.9259259259259259,0.23419873416423798,0.9908637873754154,0.8928571428571429,0.9767441860465116,0.23419873416423798,0.23419873416423798,1.0,1.0,4,1,63,tan,1,0.0,,1,,1,29,13
method-ours-indist-s1-20260716-022837,method,ours,indist,1,sweep-20260715-213431,0.9974120082815735,0.9411764705882353,0.9619565217391304,0.8852459016393442,0.5,0.9770531400966184,1.0,0.9239130434782609,0.9411764705882353,0.9227053140096618,0.8727272727272727,0.9654648900032043,0.9770531400966184,0.8888888888888888,0.9565217391304348,0.9495798319327731,0.9673913043478262,0.9,0.6488080620765686,0.9770531400966184,1.0,0.9347826086956522,0.9654648900032043,0.6488080620765686,0.19166666666666665,0.25,6,2,31,tan,23,0.8083333333333333,0.19166666666666665,5,0.19166666666666665,3,28,12
method-ours-indist-s2-20260716-023635,method,ours,indist,2,sweep-20260715-213431,0.9994824016563146,0.9411764705882353,0.9357890499194848,0.8771929824561403,0.5,0.9730273752012882,0.9259259259259259,0.9456521739130435,0.9411764705882353,0.9357890499194848,0.8771929824561403,0.4010618329048157,0.9730273752012882,0.9259259259259259,0.9456521739130435,0.9243697478991597,0.8856682769726247,0.8301886792452831,0.9438337087631226,0.9730273752012882,0.8148148148148148,0.9565217391304348,0.4010618329048157,0.9438337087631226,0.19999999999999996,0.4,5,5,49,intermediate,17,0.8,0.19999999999999996,4,0.053153153153153165,2,49,33
method-ours-indist-20260715-194846,method,ours,indist,42,sweep-20260715-174842,0.9870600414078675,0.9243697478991597,0.8856682769726247,0.8301886792452831,0.5,0.9665861513687601,0.8148148148148148,0.9565217391304348,0.9243697478991597,0.8856682769726247,0.8301886792452831,0.3714333474636078,0.9665861513687601,0.8148148148148148,0.9565217391304348,0.8739495798319328,0.8923107890499196,0.7692307692307693,0.0030615930445492268,0.9665861513687601,0.9259259259259259,0.8586956521739131,0.3714333474636078,0.0030615930445492268,0.25,0.5,6,1,73,tan,7,0.75,0.1282894736842104,3,0.10745614035087714,2,26,10
method-ours_bg-0-s1-20260716-034653,method,ours_bg,0,1,sweep-20260715-213431,0.997289972899729,0.73568281938326,0.7673920321392702,0.6739130434782609,0.5,0.8388349514563108,0.8551724137931035,0.6796116504854369,0.7775330396475771,0.7816649927463453,0.6948640483383686,0.8208017945289612,0.8388349514563108,0.7931034482758621,0.7702265372168284,0.7775330396475771,0.7816649927463453,0.6948640483383686,0.8208017945289612,0.8388349514563108,0.7931034482758621,0.7702265372168284,0.8208017945289612,0.8208017945289612,0.23839662447257381,0.6928571428571428,6,20,109,dark,20,0.6,0.23839662447257381,6,0.23839662447257381,6,24,8
method-ours_bg-0-s2-20260716-035100,method,ours_bg,0,2,sweep-20260715-213431,0.997289972899729,0.7819383259911894,0.6988840531190715,0.5787234042553191,0.5,0.8330543466131013,0.4689655172413793,0.9288025889967637,0.7731277533039648,0.7509764535208124,0.6600660066006601,0.042848892509937286,0.8330543466131013,0.6896551724137931,0.8122977346278317,0.7731277533039648,0.7509764535208124,0.6600660066006601,0.042848892509937286,0.8330543466131013,0.6896551724137931,0.8122977346278317,0.042848892509937286,0.042848892509937286,0.3533333333333334,0.6666666666666667,6,16,185,dark,37,0.6466666666666666,0.3533333333333334,6,0.12886524822695045,4,26,10
method-ours_bg-0-20260715-202443,method,ours_bg,0,42,sweep-20260715-174842,1.0,0.748898678414097,0.769780158464457,0.6779661016949152,0.5,0.8529182010936279,0.8275862068965517,0.7119741100323624,0.8083700440528634,0.7658855038500167,0.6836363636363636,0.9839656352996826,0.8529182010936279,0.6482758620689655,0.883495145631068,0.8083700440528634,0.7658855038500167,0.6836363636363636,0.9839656352996826,0.8529182010936279,0.6482758620689655,0.883495145631068,0.9839656352996826,0.9839656352996826,0.1658303185902672,0.6342105263157894,6,51,100,dark,51,0.6578947368421053,0.1658303185902672,6,0.1658303185902672,6,24,8
method-ours_bg-1-s1-20260716-035526,method,ours_bg,1,1,sweep-20260715-213431,0.9763934426229508,0.8978723404255319,0.8617343304843305,0.6470588235294118,0.5,0.934116809116809,0.8148148148148148,0.9086538461538461,0.902127659574468,0.8480235042735043,0.6461538461538462,0.611311137676239,0.934116809116809,0.7777777777777778,0.9182692307692307,0.8127659574468085,0.8458867521367521,0.5217391304347826,0.07119554281234741,0.934116809116809,0.8888888888888888,0.8028846153846154,0.611311137676239,0.07119554281234741,0.1896929824561404,0.33333333333333337,4,11,120,tan,11,0.7708333333333333,0.1896929824561404,4,0.1635566188197768,3,41,25
method-ours_bg-1-s2-20260716-040606,method,ours_bg,1,2,sweep-20260715-213431,0.9875409836065574,0.9276595744680851,0.7657585470085471,0.6382978723404256,0.5,0.9453347578347578,0.5555555555555556,0.9759615384615384,0.902127659574468,0.880252849002849,0.6666666666666666,0.009170419536530972,0.9453347578347578,0.8518518518518519,0.9086538461538461,0.902127659574468,0.880252849002849,0.6666666666666666,0.009170419536530972,0.9453347578347578,0.8518518518518519,0.9086538461538461,0.009170419536530972,0.009170419536530972,0.19318181818181812,0.5,5,19,83,brown,19,0.75,0.19318181818181812,5,0.16867201426024958,4,33,17
method-ours_bg-1-20260715-202848,method,ours_bg,1,42,sweep-20260715-174842,0.9796721311475409,0.9063829787234042,0.8020833333333333,0.6206896551724138,0.5,0.936965811965812,0.6666666666666666,0.9375,0.8893617021276595,0.8408119658119658,0.6176470588235294,0.33812859654426575,0.936965811965812,0.7777777777777778,0.9038461538461539,0.7702127659574468,0.8540776353276354,0.49056603773584906,0.04371210187673569,0.936965811965812,0.9629629629629629,0.7451923076923077,0.33812859654426575,0.04371210187673569,0.37808388157894735,0.8421052631578947,4,2,147,tan,2,0.5,0.16141721491228067,3,0.16141721491228067,3,24,8
method-ours_bg-2-s1-20260716-041444,method,ours_bg,2,1,sweep-20260715-213431,0.9758771929824561,0.9436619718309859,0.9285714285714286,0.9230769230769231,0.5,0.9842192691029901,0.8571428571428571,1.0,0.9014084507042254,0.9061461794019934,0.8813559322033898,0.03569459915161133,0.9842192691029901,0.9285714285714286,0.8837209302325582,0.8309859154929577,0.8604651162790697,0.8235294117647058,0.008164611645042896,0.9842192691029901,1.0,0.7209302325581395,0.03569459915161133,0.008164611645042896,0.25,0.5,6,5,26,brown,5,0.75,0.1071428571428572,3,,1,23,7
method-ours_bg-2-s2-20260716-042225,method,ours_bg,2,2,sweep-20260715-213431,0.9895833333333334,0.9154929577464789,0.8928571428571428,0.88,0.5,0.9950166112956811,0.7857142857142857,1.0,0.9577464788732394,0.9588870431893688,0.9473684210526315,0.012157639488577843,0.9950166112956811,0.9642857142857143,0.9534883720930233,0.9577464788732394,0.9588870431893688,0.9473684210526315,0.012157639488577843,0.9950166112956811,0.9642857142857143,0.9534883720930233,0.012157639488577843,0.012157639488577843,0.09999999999999998,0.19999999999999996,6,7,22,dark,7,0.9,0.0714285714285714,4,,1,23,7
method-ours_bg-2-20260715-203507,method,ours_bg,2,42,sweep-20260715-174842,0.9862938596491229,0.9436619718309859,0.9285714285714286,0.9230769230769231,0.5,0.9983388704318936,0.8571428571428571,1.0,0.9436619718309859,0.9534883720930232,0.9333333333333333,0.03742971643805504,0.9983388704318936,1.0,0.9069767441860465,0.9436619718309859,0.9534883720930232,0.9333333333333333,0.03742971643805504,0.9983388704318936,1.0,0.9069767441860465,0.03742971643805504,0.03742971643805504,0.19999999999999996,0.0,6,4,39,tan,6,0.8,0.045454545454545414,2,,1,28,12
method-ours_bg-indist-s1-20260716-032229,method,ours_bg,indist,1,sweep-20260715-213431,0.9906832298136646,0.9411764705882353,0.9096215780998389,0.8679245283018868,0.5,0.9794685990338164,0.8518518518518519,0.967391304347826,0.9495798319327731,0.9150563607085347,0.8846153846153846,0.7466610670089722,0.9794685990338164,0.8518518518518519,0.9782608695652174,0.9495798319327731,0.9150563607085347,0.8846153846153846,0.7466610670089722,0.9794685990338164,0.8518518518518519,0.9782608695652174,0.7466610670089722,0.7466610670089722,0.33333333333333337,0.6666666666666667,6,3,36,intermediate,16,0.6666666666666666,0.33333333333333337,5,0.1088709677419355,3,32,16
method-ours_bg-indist-s2-20260716-033233,method,ours_bg,indist,2,sweep-20260715-213431,0.9927536231884058,0.9411764705882353,0.9357890499194848,0.8771929824561403,0.5,0.9649758454106281,0.9259259259259259,0.9456521739130435,0.8571428571428571,0.8814412238325282,0.746268656716418,0.002138680312782526,0.9649758454106281,0.9259259259259259,0.8369565217391305,0.9327731092436975,0.9303542673107891,0.8620689655172413,0.14146864414215088,0.9649758454106281,0.9259259259259259,0.9347826086956522,0.002138680312782526,0.14146864414215088,0.2666666666666666,0.33333333333333337,6,2,37,tan,36,0.7333333333333334,0.2212121212121212,5,0.19770114942528727,2,46,30
method-ours_bg-indist-20260715-201530,method,ours_bg,indist,42,sweep-20260715-174842,0.9937888198757764,0.9159663865546218,0.893317230273752,0.8214285714285714,0.5,0.9758454106280194,0.8518518518518519,0.9347826086956522,0.9327731092436975,0.9434380032206119,0.8666666666666667,0.22170934081077576,0.9758454106280194,0.9629629629629629,0.9239130434782609,0.9327731092436975,0.9434380032206119,0.8666666666666667,0.24420279264450073,0.9758454106280194,0.9629629629629629,0.9239130434782609,0.22170934081077576,0.24420279264450073,0.12698412698412698,0.1428571428571429,6,2,27,tan,25,0.873015873015873,0.12698412698412698,5,0.12698412698412698,4,29,13
